selfies,smiles
[O][=C][N][Branch1][C][C][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][=C][C][=Ring1][=Branch2][C][Branch1][C][O-1][=C][Ring1][N],O=C1N(C)C(C(=O)[O-1])=CC1C([O-1])=C
[C][=C][Branch1][Ring1][O][C][C][=C][Branch1][C][C][C][=C][Ring1][=Branch2][N][=C][C][=C][Branch1][P][S][C][C][Branch1][N][N][C][C][N][Branch1][C][C][C][=N][N][=Ring1][=Branch1][=O][C][=C][Ring2][Ring1][#Branch2],C1=C(OC)C=C(C)C=C1N=CC=C(SCCNCC=2N(C)C=NN=2)OC=C
[O][=C][C][N][Branch2][Ring1][#Branch1][C][Branch2][Ring1][Ring1][C][=C][Branch1][Ring1][O][C][C][Branch1][C][Br][=C][Ring1][=Branch2][=O][C][=N][C][=C][Branch1][C][C][N][=C][Ring1][#Branch1][S][Ring1][#Branch2][=O],O=CCN(CC=C(OC)C(Br)=COC=NC=C)CCN=CS=O
[C][Branch1][P][C][=Branch1][C][=O][N][C][=C][Branch1][C][Cl][C][=C][C][=C][Ring1][#Branch1][=C][C][=C][Branch1][=Branch2],C(C(=O)NC1=C(Cl)C=CC=C1)=CC=C
[O][C][=C][Branch2][Ring1][Ring2][S@@][Branch1][=Branch2][/C][=N][/N][C][Branch1][C][O-1][=O][=O][C][Branch1][C][C][=N][Ring1][#Branch2][C][=C][C][=N][C][=Ring2][Ring1][C],O1C=C([S@@](/C=N/NC([O-1])=O)=O)C=CC=NC1
[N][Branch2][Ring1][Ring2][C][N][C][Branch1][N][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][=O][C][=Branch1][C][=O][C][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][N][C][C][Ring1][=Branch2],N(CNC(C1=CC=C(C)C=C1)=O)C=O
[N][Branch1][C][C][C][C][=C][C][=C][Branch2][Ring1][#Branch1][C][C][N][=C][N][Branch1][C][C][C][=Ring1][=Branch1][C][C][N][Branch1][=Branch2][C][=C][C][=N][C][=C][Ring1][=Branch1][C][Ring1][N][=O][C][=C][Ring2][Ring1][C],N(C)CC=CC=C(CC=1N=CN(C2)C=1CCNC3=CC=NC=C3)C2=O
[C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Branch1][=C][C][C][=Branch1][C][=O][N][C][C][C][Branch1][C][O][C][C][Ring1][#Branch1][C][=Branch1][C][=O][O][Ring1][#C],C1=CC=CC=C1C2=C(CC(=O)N3CCC(O)C)C3C(=O)O2
[C][Branch2][Ring2][Ring1][C][N][C][Branch1][N][C][=C][N][Branch1][C][C][N][=C][Ring1][=Branch1][C][N][Branch1][N][C][=Branch1][C][=O][C][=C][C][=N][N][Ring1][Branch1][C][C][Ring1][=N][=O][Branch1][C][C][C],C(CNC(C1=CN(C)N=C1C)N(C(=O)C2=CC=NN2)CC)=O
[C][Branch2][Ring1][Ring1][C][=Branch1][C][=O][N][C][C][C][N][Branch1][Ring1][C][C][C][Ring1][#Branch1][C][=C][C][=C][Ring1][S][Branch1][#C][N][N][C][=Branch1][C][=O][C][C][C][Ring1][=Branch1][C][=O][N][=O],C1(C(=O)NC2CCN(CC)C2C=C)C=C1CNN3C(=O)CCC3C=O
[C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2][N][C][=Branch1][C][=O][C@H1][O][C][C][N][Ring1][Branch1][C][Branch1][C][C][=N][N][Branch1][C][C][C][=Ring1][=Branch1][C][Ring1][S][=O],C1=CC=C(OC)C=C1NC(=O)[C@H1]2OCCN2C(C)=NN(C)CC=O
[N][Branch2][Ring1][=Branch2][C][=Branch1][C][=O][C][C][=N][N][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][=Ring1][#C][C][=N][C][=C][NH1+1][=C][Ring1][=Branch1][O][C][Ring2][Ring1][=Branch2],NC(=O)CC=NN(CC1=CC=CC=C1)C(=O)N
[N][=C][Branch2][Ring1][Ring2][N][C][=Branch1][C][=O][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][N][Branch1][Branch1][C][Ring1][#Branch2][=O][N][=C][Ring2][Ring1][C],N1=C(NC(=O)C=C(C(F)(F)F)NC=O)N=C1
[C][C][C][Branch2][Ring1][Ring1][C][=C][C][Branch1][=Branch2][S][Branch1][C][N][=Branch1][C][=O][N][=C][N][Ring1][=Branch2][C],CCCC1=CC(S(N)(=O)N)=CN1C
[C][=N][N][Branch2][Ring1][=Branch2][C][C][Branch1][S][N][C@H1][Branch1][Ring2][C][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][P][C][=Branch1][C][=O][N][C][C][C][Branch1][=Branch1][C][Branch1][C][N][=O][C][C][Ring2][Ring1][=N],C=NN(CC(N[C@H1](COC)CC1=CC=CC=C1)C=C)C(=O)NCCC(C(N)=O)CC
[O][C][C][=N][C][=C][Branch2][Ring1][Ring1][N][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][C][=N][Ring1][Branch2][N][C][=C][Branch1][=Branch1][C][Branch1][C][N][=O][C][=C][Ring2][Ring1][C],OCC=NC=C(N1C=C(C=C)SC=N1)C(N)=O
[C][=C][N][Branch1][=N][C][=C][Branch1][Ring1][Ring1][C][C][C][=C][C][=C][Ring1][Branch2][C][Branch2][Ring1][Ring1][C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][=C][Ring2][Ring1][=Branch2],C1=CN(C#CCC=CC=C)C1CC(=O)NC2=CC=C(Cl)C=C2C
[C][C][C@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Branch1][N][C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][Ring1][P][=O],CC[C@H1](O)[C@H1](O)[C@H1](CC=C[NH1]C1=CC=CC=C1)OC=O
[C][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring2][=Branch1][C@H1][Branch2][Ring1][=Branch2][C][=N][C][=C][Branch1][Ring2][NH1][Ring1][Branch1][C][=C][Ring1][#Branch1][C][C@@H1][C@@H1][Branch1][O][C@@H1][Ring1][Branch1][C][Ring1][O][N][Ring2][Ring1][Branch1][C][=C][C][=C][Ring2][Ring1][O],C1(=O)C=CC=C[C@H1](C2=NC=C([NH1]2)C=C3C[C@@H1][C@@H1][C@@H1]3CN1)C=CC=C
[O-1][C][Branch2][Ring1][=N][C][N][Branch2][Ring1][Ring1][C][Branch1][#C][C][=N][N][Branch1][C][C][C][=C][Ring1][=Branch1][Br][=O][C@H1][Ring1][S][C][=Branch1][C][=O][N][C][C][O][C][C][Ring1][=Branch1][=O],[O-1]C(CN(C(C1=NN(C)C=C1Br)S)C(=O)N2)CCOCC2=O
[C][Branch2][Ring1][Ring2][N][C][=C][C][=C][Branch1][=Branch2],CNC=CC=C
[O][=C][Branch2][Ring1][O][C@H1][C@H1][C][C@@H1][Branch1][=Branch1][C][Branch1][C][O-1][=O][C][N][Ring1][=Branch2][C][C][=C][C][N][C][Branch1][C][C][=N][C][C][=Ring1][=Branch1][C][Ring1][=C][=O],O=C([C@H1]1[C@H1]C[C@@H1](C([O-1])=O)CN1CC=CCN2C(C)=NC)C2C=O
[C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Branch1][=Branch1][N+1][Branch1][C][O-1][=O][=N][N][Branch1][=Branch2][C][C][C][C][C][C][Ring1][=Branch1][C][Ring1][=C][=O],C1=CC=CC=C1C2C([N+1]([O-1])=O)=NN(C3CCCCC3)C2=O
[C][=C][C][=Branch1][=C][=N][C][N][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][C@H1][C][C][C][C][Ring1][=Branch1][=O][N][Branch1][O],C=C1C(=NCN=C1NC(=O)C2[C@H1])CCCC2=O
[N][=C][Branch2][Ring1][Branch1],N=C
[C][C][Branch1][=Branch1][C][Branch1][C][O-1][=O][=C][C][=C][Branch2][Ring1][=Branch2][C][N][Branch1][S][C][Branch1][N][C][=C][N][Branch1][C][C][N][=C][Ring1][=Branch1][C][=O][C][=C][Ring2][Ring1][Ring2],CC(C([O-1])=O)=CC=CCN(C(C1=CN(C)N=C1C)=O)C=C
[C][=C][Branch2][Ring2][C][O][C][C][=Branch1][C][=O][N][C][C][C][C@H1][Branch2][Ring1][Ring2][C][N][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][C][=C][Ring1][=Branch2][C][C][Ring1][P][=O][C][=C][NH1][Ring2][Ring1][#Branch2],C#COCC(=O)NCCC[C@H1]CNC1=C(C(=O)[O-1])C=CC=C1CC
[C][Branch2][Ring1][Branch2][C][=C][C][=C][Branch1][=N][C][=Branch1][C][=O][N][N][C][=N][C][=C][Ring1][Branch1][C][=C][Ring1][=C][N][Branch1][C][C][N][=C][Ring1][S][C][=C][Branch1][Ring1][C][#N][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring2][Ring1][N],C1(C2=CC3=C(C(=O)NN4C=NC=C4)C=C2N)(C)N=C3C=C(C#N)C([N+1](=O)[O-1])=C1
[C][=C][C][Branch2][Ring1][=Branch2][N][Branch1][C][C][C][=Branch1][C][=O][O-1][C@H1][Branch1][#Branch2][N][C][C][C][C][C][C][Ring1][=Branch1][C][Ring1][=N][=O][=C][C][=C][Ring2][Ring1][Ring2][O][C][Ring2][Ring1][#Branch1],C=CC(N(C)C(=O)[O-1])=O
[C][Branch1][C][C][N][Branch2][Ring1][#Branch1][C][N][C][Branch1][P][C][=N][C][=C][Branch1][Ring1][C][#N][C][=C][C][=C][Ring1][Branch2][=O][C][=Branch1][C][=O][C][=C][Ring1][P][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1],C(C)N(CN1C(C=NC2=C(C#N)C=CC=C2OC)O)C=C1C3=CC=C(F)C=C3
[N][Branch1][C][C][N][=C][C][Branch2][Ring1][P][C][Branch2][Ring1][=N][N][C@H1][C][C][=Branch1][C][=O][N][Branch1][S][C][=C][N][=C][Branch1][Ring1][C][C][N][=C][Ring1][Branch2][C][=Branch1][C][=O][C][Ring1][P][=C][Ring2][Ring1][Branch2],N1(C)N=CC(CN2[C@H1]CC(=O)N(C3=CN=C(CC)N=C3C=O)C2)=C1
[C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=C][N][Ring1][O][C][=C][Branch1][Ring1][C][C][N][Branch1][#C][C][=C][Branch1][Ring1][O][C][C][=C][C][Branch1][Ring1][O][C][=C][Ring1][#Branch2][C][Ring2][Ring1][N][=O],CNC(=O)C1=CC=CC2=C1N=CNC=C(CC)N2C=C(OC)C=CC(OC)=C
[C][=C][C][Branch1][Ring1][O][C][=C][Branch2][Ring1][O][C][N][Branch1][C][N][C][=C][Branch1][=N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=N][Ring1][=C][C][=C][Ring2][Ring1][=Branch1],C1=CC(OC)=C(CN(N)C=C(C(=O)C2=CC=CC=C2)N=N)C1
[C][N][N][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=N][Ring1][Branch2][C][=C][C][=C][Ring1][N],CN1N=C([N+1](=O)[O-1])C=N1
[C][=C][C][Branch2][Ring1][=Branch2][C][C][N][Branch1][P][C][Branch1][=N][C][C][=C][Branch1][C][C][C][=C][C][Branch1][C][F][=C][Ring1][Branch2][=O][C][Ring1][S][=C][C][Branch1][=Branch1][C][Branch1][C][O][=O][=C][C][=C][Ring2][Ring1][#Branch2],C12=C3C(CCN1C(CC=C(C)C=CCF)=C)C3=CC(C(O)=O)=CC=C2
[C][Branch1][C][C][N][Branch1][C][C][N][=C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][Branch1][P][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][=N][Ring2][Ring1][Ring2],C(C1)N(C)N=C(C(=O)[O-1])C(NC(=O)C2=CC=C(F)C=C2)=N1
[C][=C][C][=C][C][=C][Ring1][=Branch1][C][O][C][N][C][Branch2][Ring1][=Branch1][C@@H1][C@H1][Branch1][=Branch2][C@@H1][Branch1][Ring2][O][C][C][C][Ring1][=Branch2][=Branch1][C][=O][N][C][C][O][C][Ring1][Branch2][=O],C1=CC=C2C=C1COCN3C2([C@@H1][C@H1]([C@@H1](OCC)C3)C=O)O
[C][Branch2][Ring1][=Branch2][N][C][=Branch1][C][=O][C][N][N][=C][Branch1][C][C][C][Branch1][C][C][=N][C][Ring1][=Branch2][=O][C][=C][C][=C][Ring1][=N][=O],C(NC(=O)C1NN=C(C)C(C)=NC1=O)=CO
[C][Branch2][Ring2][Ring2][C][C][=Branch1][C][=O][N][C][C@H1][Branch2][Ring1][Ring1][N][C][=Branch1][C][=O][C][Branch1][C][F][F][=C][Branch1][C][F][C][=C][C][=C][Ring1][Branch2][C][C][Ring1][P][=C][C][=C][C][=C][Ring2][Ring1][#Branch2][Ring1][=Branch1],C1(CC(=O)NC[C@H1]1NC(=O)C(F)F)=CC=CC=C
[C][=C][C][Branch1][C][C][=C][C][=C][Ring1][#Branch1][N][C][=Branch1][C][=O][C][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][N][C][Ring1][=Branch2][=N][N][Branch1][C][C][C][=Ring1][N],C1=CC(C)=CC=C1N2C(=O)C[C@H1](C(=O)N)C2=NN(C)C
[C][Branch2][Ring1][Ring2][C][C][=Branch1][C][=O][N][C][=C][Branch1][Branch1][C][=C][Ring1][#Branch1][C][C][=Branch1][C][=O][N][C][C@@H1][Branch1][C][O][C@@H1][Ring1][Branch2][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1],C(CC(=O)NC=C(C=C)C1C=O)NC[C@@H1](O)[C@@H1]1C2=CC=C(C)C=C2
[N][C][=N][N][=C][N][Ring1][Branch1][C][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][N][C][C@H1][C][=Branch1][C][=O][O][Ring1][Branch1],NC1=NN=CN1CCCNC(=O)C2=CC=CC=C2NC(=O)NC3[C@H1]C(=O)O3
[C][Branch1][C][C][C][N][C][=Branch1][C][=O][C@H1][Branch1][=N][C][=N][N][Branch1][Ring1][C][C][C][=C][Ring1][#Branch1][C][O][C][=C][Ring1][S],C(C)C1NC(=O)[C@H1](C2=NN(CC)C=C2C)OC=C1
[O][=C][Branch2][Ring1][Ring1][N][C][C][C][Branch1][O][N][Branch1][C][C][N][=C][Ring1][#Branch1][=O][N][C][C][N][Branch1][Ring1][C][C][C][Ring1][Branch2],O=C(NC1CC(N(C)N=C1ON)CC)N(CC)C
[C][=Branch1][C][=O][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][N][C][=Branch1][C][=O][C][N][Branch1][=C][C][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2][C][C][O][C][C][Ring1][#C],C(=O)(C1=CC=CC=C1)CNC(=O)CN(CC2=CC=C(OC)C=C2)CCOCC
[O][=C][C][N][Branch2][Ring1][C][C][Branch1][=C][N][=C][C][=N][N][Ring1][Branch1][C][=O][C][C][Ring1][P][C][=Branch1][C][=O][C][C][=C][N][Branch1][C][C][N][=Ring1][=Branch1],O=CCN(C(N=CC=NNC=O)C)C=O
[C][C][Branch1][C][C][C@@H1][C][C][C@@H1][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][C][Branch1][=N][C][C][N][C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch1][=N][N][=Ring1][=N],CC1(C)[C@@H1]CC[C@@H1]1C(=O)NCCC2(CCNC=CC(F)=CC=C)NN2
[C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][N][N][=C][Branch2][Ring1][Branch1][C][C][=Branch1][C][=O][N][C][C][C][Branch1][=Branch1][C][Branch1][C][N][=O][C][C][Ring1][=Branch2][C][=Ring2][Ring1][Ring2],C=1([N+1](=O)[O-1])NN=C(CC(=O)N2CCC(C(N)=O)CC2)C=1
[C][=Branch1][C][=O][N][Branch1][#Branch1][C][C][Branch1][C][O-1][=O][C][C][N][Ring1][#Branch2][C@H1][Branch1][=Branch1][C][Branch1][C][N][=O][C][Ring1][S],C1(=O)N(CC([O-1])=O)CCN1[C@H1](C(N)=O)C
[C][Branch2][Ring1][=Branch1][C][=Branch1][C][=O][N][C][=C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][C][=C][Ring1][=N][C][O][C][Branch1][#Branch1][C][C][Branch1][C][O-1][=O][=N][Ring2][Ring1][#Branch1],C(C(=O)NC=CC(C1=CC=CC=C1)=CC=C)COC(CC([O-1])=O)=N
[C][C][Branch1][C][F][Branch1][C][F][C][C][=Branch1][C][=O][C][C][C][N][Branch2][Ring1][Ring1][N][C][=Branch1][C][=O][C][=C][Branch1][C][C][N][=C][C][=C][Ring1][#Branch1][O][N][=Ring1][#Branch2][C][Ring2][Ring1][Ring1],CC(F)(F)CC(=O)CCCNNC(=O)C1=C(C)N=CC=C1ON
[N][C][=C][Branch1][C][Br][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][C][Ring1][#Branch2][=C][Ring1][N],N12C=C(Br)C([N+1](=O)[O-1])=CC1=C2
[C][Branch1][C][Br][=C][C][=C][NH1][C][Ring1][=Branch1][=N][N][Ring1][#Branch2][C@@H1][O][C@H1][Branch1][=Branch1][C][Branch1][C][O-1][=O][C][Ring1][=C],C1(Br)=C2C=C[NH1]C=NN1[C@@H1]O[C@H1](C([O-1])=O)C2
[C][Branch1][C][C][Branch1][C][C][Branch1][C][C][N][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][=C][C][=C][Ring1][=N][C][=Branch1][C][=O][N][Branch1][C][C][N][=Ring2][Ring1][Ring2],C(C)(C)(C)N(NC(=O)C)C=CC=CC(=O)N(C)N
[C][N][Branch1][=C][C][C][Branch1][=Branch2][C][=C][C][=C][C][=N][Ring1][=Branch1][=O][C][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][C][C][Ring2][Ring1][C],CN(CC(C1=CC=CC=N1)=O)C[C@H1](C(=O)[O-1])CCC
