selfies,smiles
[C][C][=C][C][=C][Branch2][Ring2][=Branch2][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][N][=C][Branch2][Ring1][Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][C][C][Branch1][C][C][=C][Ring1][Branch2][S][C][Ring1][P][=C][Ring2][Ring1][Branch1][C][=C][Ring2][Ring1][#C],C1C=CC=C([N-1]S(=O)(=O)C=CC2=CN=C(NC(=O)C3=CC=C(C)C(C)=C3S)C2)CC=C1
[C][C][C][C][C][=Branch1][C][=O][N][C][C][N][Branch2][Ring2][#Branch1][C][=N][C][Branch1][N][N][C][C][C][Branch1][C][C][C][C][Ring1][#Branch1][=N][C][Branch1][N][N][C][C][C][Branch1][C][C][C][C][Ring1][#Branch1][=N][Ring2][Ring1][Branch1][C][C][Ring2][Ring1][N],CCCCC(=O)NCCN1C=NC(N2CCC(C)CC2)=NC(N3CCC(C)CC3)=N1
[C][C][=C][C][Branch2][Ring2][Ring1][N][C][=Branch1][C][=O][C][=C][C][Branch1][O][O][C][=C][C][=C][C][=C][Ring1][=Branch1][F][=N][C][=N][NH1][C][Branch1][S][C][=C][C][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring1][=Branch2][=C][Ring2][Ring1][#C][Cl],CC=C1C(NC(=O)C=CC(OC2=CC=CC=C2F)=NC=N[NH1]CC3=CC=CC([N+1](=O)[O-1])=C3)=C1Cl
[C][C][Branch1][C][C][Branch1][C][C][C][=C][C][=C][Branch2][Ring2][=C][S][=Branch1][C][=O][=Branch1][C][=O][N][N][=C][C][=C][Branch2][Ring1][Ring1][N@H1+1][C][C][C@@H1][Branch1][=Branch2][NH1+1][C][C][C][C][C][Ring1][=Branch1][C][C][Ring1][N][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][=C][Ring2][Ring1][Branch1][C][=C][Ring2][Ring1][#C],CC(C)(C)C1=CC=C(S(=O)(=O)NN=CC=C([N@H1+1]2CC[C@@H1]([NH1+1]3CCCCC3)CC2)C(C(=O)[O-1])=C)C=C1
[C][O][C][=C][C][=C][Branch2][Ring2][#Branch2][C][=N][C][Branch1][P][C][N][C][=Branch1][C][=O][C@H1][C][C][C@@H1][Branch1][C][C][C][C][Ring1][#Branch1][=C][C][Branch1][S][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2][=N][Ring2][Ring1][#Branch2][C][=C][Ring2][Ring1][S],COC1=CC=C(C2=NC(CNC(=O)[C@H1]3CC[C@@H1](C)CC3)=CCC4=CC=C([N+1](=O)[O-1])C=C4)N2C=C1
[C][C][C][N][C][=Branch1][C][=O][S][C][=C][C][=C][Branch2][Ring1][Branch2][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][Branch1][C][C][=C][Branch1][C][C][C][=C][Ring1][Branch2][C][C][=C][Ring2][Ring1][Ring1][Ring2][Ring1][=Branch1],CCCNC(=O)SC1=CC=C(NS(=O)(=O)C2=CC(C)=C(C)C=C2C)C=C1
[C][C][=C][C][Branch1][C][C][=C][Branch2][Ring2][Ring1][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C][C][C@@H1][Ring1][Branch1][C][=N][C][Branch1][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][=N][O][Ring1][N][C][Branch1][C][C][=C][Ring2][Ring1][N],CC1=CC(C)=C(S(=O)(=O)N2CCC[C@@H1]2C3=NC(C4=CC=C(Cl)C=C4)=NO3)C(C)=C1
[C][C][=C][Branch1][C][Cl][C][Branch1][C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][Branch1][C][O-1][=C][Ring1][N][/C][=N][/C][=C][C][=C][Branch1][C][O][C][Branch1][=C][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][O][Ring1][=Branch2][=C][Ring1][S],CC1=C(Cl)C(C)=C([N+1](=O)[O-1])C([O-1])=C1/C=N/C2=CC=C(O)C(C3=NC4=CC=CC=C4O3)=C2
[O-1][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C@@H1][C][C][Branch1][S][C][=C][C][=C][Branch1][=Branch1][C][Branch1][C][C][C][C][=C][Ring1][=Branch2][=N][C@H1][Branch1][=N][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][Cl][NH2+1][Ring2][Ring1][#Branch1],[O-1]C1=CC=C(Cl)C=C1[C@@H1]2CC(C3=CC=C(C(C)C)C=C3)=N[C@H1](C4=CC(Cl)=CC=C4Cl)[NH2+1]2
[C][O][C][=C][C][=C][Branch2][Ring2][=N][N][C][=N][C][Branch1][=N][N][/N][=C][/C][=C][C][=C][C][Branch1][Ring1][O][C][=C][Ring1][Branch2][=N][C][Branch1][P][N][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2][=N][Ring2][Ring1][#Branch2][C][=C][Ring2][Ring1][P],COC=C1C=C(NC=NC(N/N=C/C2=CC=CCOC)=C2NC(NC3=CC=C([N+1](=O)[O-1])C=C3)=N)C=C1
[C][C][C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring2][Ring1][N][C][=Branch1][C][=O][C][O][C][=C][C][=C][Branch2][Ring1][C][C][=N][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][O][Ring1][O][C][=C][Ring1][P][C][=C][Ring2][Ring1][N],CCCOC(=O)C1=CC=C(NC(=O)COC2=CC=C(C3=NC(C4=CC=CC=C4)=NO3)C=C2)C=C1
[O][=C][Branch2][Ring2][C][C][O][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][Ring1][O][N][/N][=C][/C][=C][C][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring1][=Branch2][O-1],O=C(COC=CC(C(F)(F)F)=CC(C(F)(F)F)=CN/N=C)/C1=CC=CC([N+1](=O)[O-1])=C1[O-1]
[O][=C][Branch2][Ring1][=Branch2][C][C][O][C][=Branch1][C][=O][C@@H1][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],O=CCCOC(=O)[C@@H1](C1=CC=CC=C1)C=CC=CC=C
[C][O][C][=C][C][Branch2][Ring2][=N][N][C][=N][C][Branch1][P][N][/N][=C][/C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2][O][=N][C][Branch1][P][N][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2][=N][Ring2][Ring1][#Branch2][=C][C][Branch1][Ring1][O][C][=C][Ring2][Ring2][C],COC=CC(N1C=NC(N/N=C/C2=CC=C(OC)C=C2O)=NC(NC3=CC=C([N+1](=O)[O-1])C=C3)=N)=CC(OC)=C1
[C][C][C][C][C][C][S][C][O][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][C][=Ring1][O][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1],CCCCCCSC=1OC(C2=CC=CC=C2)=NC=1S(=O)(=O)C3=CC=C(Br)C=C3
[C][N][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][Branch2][Ring1][Branch1][C][=N][O][C][Branch1][N][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1][=N][Ring1][N][=C][S][Ring1][P],CN(CC1=CC=CC=C1)C(=O)C2=CC(C3=NOC(C4=CC=C(Br)C=C4)=N3)=CS2
[C][C][=C][C][=C][C][Branch2][Ring2][Ring2][O][C][=C][C][=Branch1][C][=O][N][C][C][C][N][Branch2][Ring1][Ring2][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring2][Ring1][Ring1][=C][Ring2][Ring1][#Branch2],C1C=CC=CCOC=CC(=O)NCCCNC(C2=CC=CC=C2)CC=C1
[C][C][C][C][C][O][C][=Branch1][C][=O][C][=C][Branch1][C][C][O][C][=C][C][=C][Branch2][Ring1][N][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][C][=C][Ring1][#Branch2][C][=C][Ring2][Ring1][Branch2][Ring2][Ring1][Ring2],CCCCCOC(=O)C1=C(C)OC2=CC=C(NS(=O)(=O)C3=CC=C(C(C)(C)C)C=C3C)C12
[C][C][=C][C][Branch1][C][C][=C][Branch2][Ring2][#Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=C][C][Branch2][Ring1][=Branch1][N][C][=C][C][Branch1][Branch2][N][C][C][C][C][Ring1][Branch1][=N][C][Branch1][C][C][=NH1+1][Ring1][N][=C][C][=C][Ring2][Ring1][Ring1][C][=C][Ring2][Ring1][=N][C],CC=C1C(C)=C(S(=O)(=O)NC2=CC(NC3=CC(N4CCCC4)=NC(C)=[NH1+1]3)=CC=C2)C=C1C
[C][O][C][=Branch1][C][=O][C][C][N][C@H1][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][Branch1][C][Br][=C][C][=C][Ring1][#Branch1][N][C@@H1][Ring1][P][C][=C][C][=C][C][=C][Ring1][=Branch1][O],COC(=O)CCN1[C@H1](C2=CC=CC=C2)C3=CC(Br)=CC=C3N[C@@H1]1C4=CC=CC=C4O
[O][=C][Branch2][Ring1][#C][C][N][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=N][C][=N][C][S][C][=C][Branch1][=Branch1][C][Ring1][N][=Ring1][Branch1][C][C][C][C][C][Ring1][#Branch1][N][Branch1][=Branch2][C][C][=C][C][=C][O][Ring1][Branch1][C][Ring2][Ring1][#Branch2][=O],O=C(CNC(C(F)(F)F)=NC=NC=1SC=C(C=1)CCC)CCN(CC2=CC=CO2)C=O
[C][C][=C][C][=C][Branch2][Ring1][=N][C][=C][S][C][Branch2][Ring1][Ring1][N][C][C][=C][C][=C][Branch1][C][I][C][=C][Ring1][#Branch1][=N][Ring1][#C][C][=C][Ring2][Ring1][=Branch1],C1C=CC=C2C=CSC1NCC3=CC=C(I)C=C3N2C=C
[O][=C][Branch1][C][O-1][C][=C][C][=C][Branch1][C][Cl][C][Branch2][Ring2][Branch2][N][C][=C][C][=C][Branch2][Ring1][=N][/C][=C][Branch1][Ring1][/C][#N][C][=N][C][Branch1][#C][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][F][=C][Ring1][Branch2][=N][O][Ring1][=N][O][Ring2][Ring1][#Branch1][=C][Ring2][Ring1][=C],O=C([O-1])C1=CC=C(Cl)C(N2C=CC=C(/C=C(/C#N)C3=NC(C4=CC=C(Cl)C(F)=C4)=NO3)O2)=C1
[C][C][C][C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring2][C][N][C][=Branch1][C][=O][C][C][C][=N][C][Branch2][Ring1][Ring1][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][C][=C][Ring1][#Branch2][=N][O][Ring1][#C][C][=C][Ring2][Ring1][=Branch2],C1CCCOC(=O)C=CC=C1NC(=O)CCC=NC(C2=CC=C(C(C)(C)C)C=C2)=NO
[C][O][C][=C][C][=C][Branch2][Ring1][=N][N][Branch1][=N][C@H1][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][Cl][C][=C][Ring2][Ring1][#Branch2],COC=CC=C(N([C@H1](C)C1=CC=CC=C1)S(=O)(=O)C2=CCCl)CC=C2Cl
[C][C][C][C][=N][N][=C][Branch2][Ring1][Branch2][N][C][=Branch1][C][=O][C@@H1][Branch1][C][C][O][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][C][=C][Ring1][#Branch2][S][Ring2][Ring1][C],CCCC=NN=C(NC(=O)[C@@H1](C)OC1=CC=CC(C)(C)C)C=C1S
[C][C][Branch1][C][C][Branch1][C][C][C][=C][C][=C][Branch2][Ring2][#Branch1][C][=N][NH1][C][=Branch1][C][=S][N][Ring1][=Branch1][/N][=C][/C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2][C][=C][Ring2][Ring1][Ring1][C][=C][Ring2][Ring1][O],CC(C1)(C)C=CC=CC2=N[NH1]C(=S)N2/N=C/C3=CC=C([N+1](=O)[O-1])C=C3C=CC=C1
[C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=N][C][Branch1][=C][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][Cl][=N][C][Branch1][=C][N][C][=Branch1][C][=O][C][C][C][C][C][C][Ring1][=Branch1][=N][Ring2][Ring1][#Branch1],CC1=CC=CC=C1NC=NC(NC2=CC=C(F)C=C2Cl)=NC(NC(=O)C3CCCCC3)=N
[C][C][=C][C][Branch1][C][C][=C][C][Branch2][Ring1][S][N][C][=Branch1][C][=O][N][C][=C][C][Branch1][=C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][C][=C][Ring1][#C][O][C][Ring2][Ring1][=Branch2][=C][Ring2][Ring1][=N],C12C=CC(C)=CC1(NC(=O)NC3=CC(NC(=O)C4=CC=CC=C4)=CC=C3OC)C2
[C][C@H1][Branch1][P][N][C][=Branch1][C][=O][C][C][Branch1][C][C][C][C][Ring1][#Branch1][C][=N][C][Branch2][Ring1][Ring1][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][C][=C][Ring1][#Branch2][=N][O][Ring1][#C],C[C@H1](NC(=O)CC(C)CCC1=N)C(C2=CC=C(C(C)(C)C)C=C2)=NO1
[C][C][=C][C][=C][Branch2][Ring2][#Branch2][N][C][=C][C][Branch2][Ring1][#C][C][=N][C][Branch2][Ring1][Branch1][C][=C][C][=C][C][Branch1][O][N][C][=Branch1][C][=O][C][C][C][C][C][Ring1][=Branch1][=C][Ring1][=N][=N][O][Ring2][Ring1][C][C][=C][Ring2][Ring1][=N][C],C1C2=CC=C(NC=CC1(C=NC3(C=CC=CC3(NC(=O)CCCCC)C)NO)C)C2C
[O][=S][=Branch1][C][=O][Branch2][Ring1][#Branch1][N-1][C][=C][C][=C][Branch1][C][F][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][Ring1][O][C][=C][C][=C][Branch1][P][C][=N][O][C][Branch1][Branch2][C][C][C][C][C][Ring1][Branch1][=N][Ring1][#Branch2][C][=C][Ring1][S],O=S(=O)([N-1]C1=CC=C(F)C(C(F)(F)F)=C1)C2=CC=C(C3=NOC(C4CCCC4)=N3)C=C2
[C][C][=C][C][=Branch1][C][=O][O][C][=C][C][Branch1][#C][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][=C][Branch1][C][Cl][C][=C][Ring2][Ring1][C][Ring1][P],CC=CC(=O)OC=CC(OCC1=CC=CC=C1Cl)Cl
[O][=S][=Branch1][C][=O][Branch1][=N][N-1][C@H1][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=N][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][O][Ring1][O],O=S(=O)[N-1][C@H1]CCCC1=CC=CC=C1
[C][C][=C][C][Branch1][C][C][=C][C][Branch2][Ring1][=N][N][C][=Branch1][C][=O][C][S][C][=N][C][Branch1][=C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][S][Ring1][=C][=C][Ring2][Ring1][=C],CC=C1C(C)=CC(NC(=O)CSC=NC(C2=CC3=C(F)C=C2C=O)C4)=CC=CC=C4S3=C1
[C][O][C][=C][C][=C][Branch2][Ring2][O][N][C][=N][C][=C][Branch2][Ring1][Ring2][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][Branch1][C][C][=C][C][=C][Ring1][#Branch1][C][N][=N][N][Ring1][S][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring2][Ring1][Branch2][Ring1][#Branch1][C][=C][Ring2][Ring1][#C],C1OC=CC=C1NC=NC2=C(S(=O)(=O)C3=CC(C)=CC=C3C)N=NN2C=CC=C(Cl)C=C
[C][O][C][=C][C][=C][Branch2][Ring2][Branch2][C@@H1][Branch1][C][O][C][N][Branch1][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][F][C][C@@H1][C][C][Branch1][#C][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=N][Ring2][Ring1][#Branch2][C][=C][Ring2][Ring1][S],COC1=CC=C([C@@H1](O)CN(CC2=CC=CC=C2F)C[C@@H1]CCC=CC=C3C=CC=CC3=N)C=C1
[O][=C][Branch2][Ring2][#Branch1][N][C][=C][C][=C][Branch2][Ring1][=Branch2][N][C][=C][C][=C][Branch1][S][NH1+1][C][C][C][Branch1][C][C][C][C][Ring1][#Branch1][C][=C][Ring1][#C][N][C][=C][Ring2][Ring1][Ring2][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2][F],O=C(NC=C1C=C(NC=CC=C([NH1+1]2CCC(C)CC2C=C)NC)C1C3=C)C=C([N+1](=O)[O-1])C=C3F
[C][O][C][=Branch1][C][=O][C][=C][C][Branch1][S][N][C][=C][C][=C][Branch1][C][C][C][Branch1][C][Cl][=C][Ring1][Branch2][=C][C][Branch1][=C][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][O][Ring1][=Branch2][=C][Ring2][Ring1][#Branch2],COC(=O)C=CC(NC1=CC=C(C)C(Cl)=C1)=CC(C2=NC3=CC=CC=C3O2)=C
[C][C][=C][C][=C][C][Branch2][Ring2][=N][C][N][Branch1][=C][C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][F][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][F][C][Branch1][C][F][=C][Ring1][Branch2][=C][Ring2][Ring1][#Branch1][=C][Ring2][Ring1][=C],C1C=CC=CCC2N(CC3=CC=C(F)C=C3F)S(=O)(=O)C4=CC=C(F)C(F)=C4C2=C1
[C][C][C][=C][C][=C][Branch2][Ring1][S][C@@H1][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][C][C][Branch1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][=N][N][Ring1][N][Ring2][Ring1][Ring2][C][=C][Ring2][Ring1][#Branch2],CCC1=CC=C([C@@H1]2OC3=CC=CC=C3[C@H1]4CC(C5=CC=CC=C5Cl)=NN42)C=C1
[C][C][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring2][Ring1][Ring2][Ring1][=Branch1],CC=C(C1=C2C=CC=C1)OC(=O)C3=CC=CC=C3C4=CC=CC=C24
[C][C][C][=C][C][=C][Branch2][Ring2][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][C][N][=N][N][C][=Ring1][Branch1][N][=C][Branch1][=C][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][S][C][=C][C][=Ring1][Branch1][Ring2][Ring1][Ring1][C][=C][Ring2][Ring1][=N],CCC1=CC=C(S(=O)(=O)C=2N=NNC=2N=C(NC3=CC=C(Cl)C=C3C=4)SC=CC=4)C=C1
[C][C][=C][C][=C][Branch2][Ring2][Ring2][C][=Branch1][C][=O][C][O][C][=C][C][Branch1][P][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][=C][C][=C][Ring1][S][C][=Ring2][Ring1][Ring1][C][C][=C][Ring2][Ring1][O],CC=C1C=C(C(=O)C=2OC3=CC(NC(=O)C4=CC=C(Cl)C=C4)=CC=C3C=2)CC=C1
[O][=C][Branch2][Ring1][Ring1][N][C][=N][C][=C][Branch1][Ring2][S][Ring1][Branch1][C][C][C][Ring1][Branch2][C][=C][C][=C][Branch1][#Branch2][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][=N],O=C(NC1=NC=C(S1)CCCC2=CC)C(OC3=CC=CC=C3)C=C2
[C][C][=C][C][=C][C][Branch2][Ring2][=C][C][=N][O][C][Branch2][Ring2][Ring1][C][=N][C][Branch2][Ring1][Branch2][C][=C][C][=C][Branch1][N][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][N][=N][O][Ring1][N][=N][NH1][Ring2][Ring1][C][=N][Ring2][Ring1][#Branch1][=C][Ring2][Ring1][=N],C12C=CC=CC2C=NOC1(C3=NC(C=CC4=C(C5=CC=C(C)C=C5)N=NO4)[NH1]3)C
[O][=C][Branch2][Ring1][#Branch2][N][C][=C][C][=C][S][C][Branch1][#C][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2][=N][Ring1][=N][C][=C][Ring2][Ring1][Ring1][N][C][C][C][C][C][Ring1][Branch1],O=C(NC=CC1=CSC(C2=CC=C(Cl)C(Cl)=C2)=N1)C=CNC3CCCC3
[C][C][=C][C][=C][Branch2][Ring2][=N][N][C][=N][C][Branch1][C][C][=C][C][Branch2][Ring1][S][N][C][=C][C][=C][Branch2][Ring1][Ring2][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][C][=C][Ring1][P][=N][Ring2][Ring1][=Branch2][C][=C][Ring2][Ring1][S],C1C=CC=C1NC=NC(C)=CC(NC2=CC=C(NS(=O)(=O)C3=CC=C(C)C=C3)C=C2)=N
