selfies,smiles,sa_score,CNS_MPO
[C][C][Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][Branch2][Ring2][C][C][C][=Branch1][C][=O][N][C][C][C][S][C][=C][C][=Ring1][Branch1][C@H1][Ring1][=Branch2][C][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][C][Branch1][C][C][C],CC(C)(C)CC(=O)N(CC(=O)N1CCC=2SC=CC=2[C@H1]1COC3=CC=C(Cl)C=C3CC)CCC,3.185099384291638,2.623796825396823
[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][N@@H1+1][Branch1][C][C][C][C@H1][Branch1][C][O][C][O],CCCCCCCCCCCCCCCC[N@@H1+1](C)C[C@H1](O)CO,3.767427190751354,2.8529277777777766
[O][=N+1][Branch1][C][O-1][C][=C][C][=C][C][Branch2][Ring1][P][/C][=N][/N][C][=N][C][Branch1][=Branch2][N][C][C][C][C][C][Ring1][=Branch1][=N][C][Branch1][=Branch2][N][C][C][C][C][C][Ring1][=Branch1][=NH1+1][Ring2][Ring1][C][=C][Ring2][Ring1][O][O],O=[N+1]([O-1])C1=CC=CC(/C=N/NC2=NC(N3CCCCC3)=NC(N4CCCCC4)=[NH1+1]2)=C1O,3.3753252420639352,3.155178571428574
[C][O][C][=C][C][=C][Branch2][Ring2][Branch2][N][C][=N][C][=C][Branch2][Ring1][Ring1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][N][=N][N][Ring1][#C][C][=C][S][C][Ring2][Ring1][=Branch1][=Ring1][Branch1][C][=C][Ring2][Ring1][N],COC1=CC=C(N2C=NC3=C(S(=O)(=O)C4=CC=C(C)C=C4)N=NN3C=CSC2)C=C1,3.674409304015331,3.8871374603174598
[C][O][C][=C][C][=C][C][Branch2][Ring1][P][C][=N][O][N][=C][Ring1][Branch1][N][C][=Branch1][C][=O][C][O][C][=C][Branch1][C][C][C][=C][Branch1][C][C][C][=C][Ring1][Branch2][C][=Ring1][O][C][C][=C][Ring2][Ring1][#Branch2],COC=C1C=CC(C2=NON=C2NC(=O)C=3OC4=C(C)C=C(C)C=C4C=3C)C=C1,3.5386975669246024,2.5213528571428556
[C][C][=C][C][=C][Branch2][Ring1][O][N][C][=Branch1][C][=O][C][S][C][=N][C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][=C][C][Branch1][C][C][=C][Ring1][O][C][=Ring1][=C][N][C][=C][Ring2][Ring1][Branch2][F],C1C=CC=C1NC(=O)CSC=NC(C(C)(C)C)=CC(C)=C,4.096938357274275,2.896666666666664
[O][=S][=Branch1][C][=O][Branch2][Ring1][#C][N][Branch2][Ring1][Ring1][C][C][C][=N][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][O][Ring1][O][C][=C][C][=C][Branch1][=Branch2][C][C][C][C][C][C][Ring1][=Branch1][C][=C][Ring1][N],O=S(=O)(N(CCC1=NC(C2=CC=CC=C2)=NO1)C3=CC=CC4CCCCC4)C=C3,3.2180797631501843,3.333586507936507
[C][C][=C][C][Branch1][C][C][=C][Branch2][Ring2][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=C][C][=C][N][=C][Branch1][=C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][Ring1][=C][=C][Ring2][Ring1][C][C][=C][Ring2][Ring1][=N][C],CC1=CC(C)=C(S(=O)(=O)NC2=CC=C3N=C(NC(=O)C4=CC=CC=C4)SC3=C2)C=C1C,2.136702112090461,2.2771449206349192
[O][=N+1][Branch1][C][O-1][C][=C][C][=C][Branch2][Ring1][#C][N][C][=C][Branch1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=C][Ring2][Ring1][=Branch1],O=[N+1]([O-1])C1=CC=CNC=C(C2=CC=CC=C2C)C3=CC=CC=C3N=C1,3.4473216147883097,2.5882366666666643
[O][=C][O][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2][N][=C][C][Branch1][#Branch2][N][C][C][C][C][C][C][Ring1][#Branch1][=C][C][Branch1][=Branch2][N][C][C][O][C][C][Ring1][=Branch1][=N][Ring2][Ring1][=N],O=COC1=CC=C([N+1](=O)[O-1])C=C1N=CC(N2CCCCCC2)=CC(N3CCOCC3)=N,3.396659624086408,3.8830919047619075
[C][C][=C][C][=C][Branch2][Ring2][=Branch2][N][C][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][#Branch1][N][C][=C][C][Branch1][=Branch2][N][C][C][C][C][C][Ring1][=Branch1][=N][C][Branch1][C][C][=N][Ring1][=N][S][Ring2][Ring1][C][C][=C][Ring2][Ring1][N],C1C=CC=C1NC(=O)C=C2C=C(NC3=CC(N4CCCCC4)=NC(C)=N3)S2C=C,4.3812894210120135,2.6730493650793643
[C][C][=C][C][=C][Branch2][Ring2][#Branch2][N][C][=Branch1][C][=O][N][C][=C][C][=C][Branch2][Ring1][=Branch1][N][C][=C][C][Branch1][C][C][=NH1+1][C][Branch1][Branch2][N][C][C][C][C][Ring1][Branch1][=N][Ring1][N][C][=C][Ring2][Ring1][Ring1][C][=C][Ring2][Ring1][=N][Cl],C1C=CC=C1NC(=O)NC2=CC=C(NC3=CC(C)=[NH1+1]C(N4CCCC4)=N3)C=C2C=C,3.70418278605384,2.398686666666667
[C][C][Branch1][C][C][C][=C][C][Branch1][C][I][=C][C][=C][Ring1][#Branch1][N][C][=N][C][Branch1][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][=C][S][Ring1][N],CC(C)C1=CC(I)=CC=C1NC2=NC(C3=CC=C(Cl)C=C3)=CS2,2.2217622581809344,2.852377777777779
[O][=N+1][Branch1][C][O-1][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C@@H1][C][=C][C][C@@H1][Ring1][Branch1][C@H1][Branch1][=N][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][Cl][N][Ring2][Ring1][C],O=[N+1]([O-1])C1=CC=C2C(=C1)[C@@H1]3C=CC[C@@H1]3[C@H1](C4=CC=CC(Cl)=C4Cl)N2,3.4510796698106363,2.029419047619047
[C][C][C][N][Branch1][Ring2][C][C][C][C][C][=C][Branch1][C][O][C][=C][C][C][=Branch1][C][=O][C][Branch1][=N][O][C][=C][C][=C][C][Branch1][C][Br][=C][Ring1][#Branch1][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][O][C][Ring2][Ring1][Branch2][=Ring2][Ring1][Ring1],CCCN(CCC)CC1=C(O)C=CC=2C(=O)C(OC3=CC=CC(Br)=C3)=C(C(F)(F)F)OC1=2,2.7416710081302025,2.0795380952380946
[O][=C][C][=C][Branch2][Ring1][=N][N][C][=N][C][Branch1][#C][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2][=C][S][Ring1][=N][NH1][Ring2][Ring1][Ring1][C][=C][C][=C][C][=C][Ring1][=Branch1],O=CC=C(NC1=NC(C2=CC=C(Cl)C(Cl)=C2)=CS1[NH1])C3=CC=CC=C3,3.960275650541288,2.49079603174603
[N][#C][C][=C][Branch2][Ring1][N][N][C][=Branch1][C][=S][S][C][=Branch1][C][=O][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][C][C][C][Ring1][Branch2][S][Ring2][Ring1][=C],N#CC=CNC(=S)SC(=O)N(C1=CC=CC=C1)C=CC=CC=C,3.8489409564057873,2.6870395238095233
[C][C][=C][C][=C][Branch2][Ring2][=N][S][=Branch1][C][=O][=Branch1][C][=O][C][N][=N][N][C][=Ring1][Branch1][N][=C][Branch1][P][N][C][=C][C][=C][Branch1][=Branch1][C][Branch1][C][C][C][C][=C][Ring1][=Branch2][C][S][C][=C][C][=Ring1][Branch1][Ring2][Ring1][C][C][=C][Ring2][Ring1][S],C1C=CC=C(S(=O)(=O)C=2N=NNC=2N=C(NC3=CC=C(C(C)C)C=C3)C=4SC=CC=4)C=C1,3.581336324335737,2.2241714285714247
[C][N][Branch1][#C][C][=Branch1][C][=O][N][C][C][C][C][C][C][Ring1][=Branch1][S][C][=C][C][=C][Branch2][Ring1][Branch1][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][Branch1][C][F][=C][C][=C][Ring1][#Branch1][C][C][=C][Ring2][Ring1][C],CN(C(=O)NC1CCCCC1S)C2=CC=C(NS(=O)(=O)C3=CC(F)=CC=C3C)C=C2,3.288646187095166,2.6864414285714284
[C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring2][=Branch1][C@H1][N][=C][Branch1][=N][C][=C][C][Branch1][C][Br][=C][C][=C][Ring1][#Branch1][O-1][C][C@@H1][Branch1][=N][C][=C][Branch1][C][Br][C][=C][C][=C][Ring1][#Branch1][O-1][N][Ring2][Ring1][=Branch1][C][=C][Ring2][Ring1][N],COC(=O)C1=CC=C([C@H1]2N=C(C3=CC(Br)=CC=C3[O-1])C[C@@H1](C4=C(Br)C=CC=C4[O-1])N2)C=C1,4.206832710469316,2.5531190476190444
[C][O][C][=C][C][=C][Branch1][Ring1][O][C][C][Branch2][Ring2][Branch1][C@H1][Branch1][C][C][N][Branch1][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][=C][Ring2][Ring1][N],COC1=CC=C(OC)C([C@H1](C)N(C2=CC=C(Cl)C=C2)S(=O)(=O)C3=CC=C(C)C=C3)=C1,2.5826162139448527,3.0312469841269816
[C][C][=C][C][=C][Branch2][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N-1][C][=N][C][=C][Branch1][C][C][C][=C][Branch1][C][C][C][=C][Ring1][Branch2][S][Ring1][O][C][=C][Ring2][Ring1][Ring1][C],CC=CC1=C(S(=O)(=O)[N-1]C2=NC3=C(C)C=C(C)C)C3S2C=C1C,6.878296900897085,2.7502547619047597
[C][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][=C][C][=C][C][Branch2][Ring1][Branch1][C][=N][O][C][Branch1][N][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][=N][Ring1][N][=C][Ring2][Ring1][C],CCOC1=CC=CC=C1C(=O)NC2=CC=CC(C3=NOC(C4=CC=CC(Cl)=C4)=N3)=C2,2.0058644836665707,2.2163428571428554
[C][C][=C][C][=C][Branch2][Ring2][Branch2][N][Branch1][C][C][S][=Branch1][C][=O][=Branch1][C][=O][C][C][=C][S][C][=Ring1][Branch1][C][=N][C][Branch1][=N][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][Cl][=N][O][Ring1][=N][C][=C][Ring2][Ring1][=N],CC1=CC=C(N(C)S(=O)(=O)C=2C=CSC=2C3=NC(C4=CC=C(C)C=C4Cl)=NO3)C=C1,2.521488318452477,2.9451193650793632
[C][C][N][C][Branch2][Ring1][#Branch2][S][C][C][=N][C][Branch1][#C][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2][=N][O][Ring1][=N][=N][C][C][=C][S][C][=Ring1][Branch1][C][Ring2][Ring1][Branch2][=O],CCN1C(SCC2=NC(C3=CC=C(Cl)C(Cl)=C3)=NO2)=NC=4C=CSC=4C1=O,2.4918957920078526,3.114381746031746
[O][=C][Branch1][#Branch2][O][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=C][C][=C][Branch2][Ring1][O][N][C][=C][C][Branch1][=N][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][=N][C][Branch1][C][Cl][=C][Ring2][Ring1][Ring2],O=C(OC1=CC=CC=C1)NC2=CC=CNC=CC(NC3=CC=C(F)C=C3)=NC(Cl)=C2,3.58086781983792,2.0721992063492047
[C][C][Branch1][C][C][Branch1][C][C][C][=C][C][=C][Branch2][Ring1][#C][O][C][C][=Branch1][C][=O][C][C][=C][Branch1][#C][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2][O][N][=Ring1][=N][C][=C][Ring2][Ring1][Branch2],CC(C1)(C)C=CC=C(OCC(=O)C=2C=C(C3=CC=C(Cl)C(Cl)=C3)ON=2)C1,3.008169847735526,2.434855555555556
[C][O][C][=C][C][=C][C][Branch2][Ring1][=Branch2][N][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][=Branch1][C][Branch1][C][C][C][C][=C][Ring1][=Branch2][=C][Ring2][Ring1][Ring2],COC=CC=CCNC(=O)NC1=CC=C(C(C)C)C=C1C,2.60736112706347,2.636297777777776
[C][C][C@@H1][Branch1][C][C][C][=Branch1][C][=O][C][C][=C][Branch2][Ring1][C][C][C][=N][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][O][Ring1][O][O][C][=Ring1][P][C][C][C][Ring2][Ring1][Branch1],CC[C@@H1](C)C(=O)C=1C=C(CC2=NC(C3=CC=CC=C3)=NO2)OC=1CCC,3.117253558304018,2.562426984126982
[C][C][=C][C][=C][O][C][Branch2][Ring2][Ring1][C][=C][C][=C][C][Branch2][Ring1][=Branch1][/N][=C][/C][=C][C][Branch1][C][Cl][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring1][#Branch2][O-1][=C][Ring2][Ring1][Ring1][=N][C][Ring2][Ring1][Branch2][=C][Ring2][Ring1][N],CC1=CC=C2OC(C3=CC=CC(/N=C/C4=CC(Cl)=CC([N+1](=O)[O-1])=C4[O-1])=C3N)C2=C1,3.7201611548337463,2.837889047619047
[C][C][C@@H1][C][C][N][Branch2][Ring2][O][C][=Branch1][C][=O][C][=C][C][C][=Branch1][C][=O][O][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][C][=Ring1][N][S][Ring1][#C][C][=C][C][=C][C][Branch1][C][C][=C][Ring1][#Branch1][C][C][Ring2][Ring1][=C],C1C[C@@H1]CCN1C(=O)C2=CC=3C(=O)OC4=CC=C(C)C=C4C=3S2C5=CC=CC(C)=C5CC,4.217535988294163,2.7944752380952353
