selfies,smiles,sa_score,CNS_MPO
[C][C][=C][C][C][Branch1][C][C][=C][Branch1][=C][C][=Branch1][C][=O][N][C][C][C][C][C][C][Ring1][#Branch1][O][C][=Ring1][#C][C][Branch2][Ring1][Ring1][S][=Branch1][C][=O][=Branch1][C][=O][N-1][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][=C][Ring2][Ring1][=C][C],CC1=CC=2C(C)=C(C(=O)N3CCCCCC3)OC=2C(S(=O)(=O)[N-1]C4=CC=C(Cl)C=C4)=C1C,3.2031259602006044,2.492319047619047
[C][C][Branch1][C][C][Branch1][C][C][C][=C][C][=C][Branch2][Ring2][C][C@H1][C][=C][Branch1][P][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][Ring1][O][=O][C][=Branch1][C][=O][N][Ring1][S][C][=C][Ring2][Ring1][#Branch2],C1C(C)(C)C=CC=C[C@H1]2C3=C(OC4=CC=C(Cl)C=C4C3=O)C(=O)N2C=C1,4.184569034885097,2.9474571428571403
[O][=C][C][=C][Branch2][Ring2][Branch1][C][=C][C][=C][C][Branch2][Ring1][#Branch2][N][C][=Branch1][C][=O][C@][C][C@H1][C][C@H1][Branch1][O][C][C@H1][Branch1][Ring2][C][Ring1][=Branch1][C][Ring1][=Branch2][C][Ring1][#Branch2][=C][Ring2][Ring1][Ring1][N][Ring2][Ring1][Branch2][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],O=CC=C(C1=CC=CC(NC(=O)[C@]23C[C@H1]4C[C@H1](C[C@H1](C4)C2)C3)=C1)NC5=CC=C(Cl)C=C5,3.7271944788368856,2.0078595238095245
[C][C][=C][C][=C][Branch2][Ring2][Branch2][C@@H1][Branch1][C][C][N][Branch1][N][C][=C][C][=C][C][Branch1][C][Br][=C][Ring1][#Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][Branch1][C][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][O],C1C=CC=C[C@@H1](C)N(C2=CC=CC(Br)=C2)S(=O)(=O)C3=CC=CC(C)=C3C=C1,4.088765302057305,3.059448571428569
[C][C][=C][C][=C][Branch2][Ring2][Ring2][N][C][=Branch1][C][=O][N][C][=C][C][=C][NH1+1][=C][Branch1][=C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][Ring1][=C][=C][Ring2][Ring1][C][C][Branch1][C][C][=C][Ring2][Ring1][=N],CC1=CC=C(NC(=O)NC2=CC=C3[NH1+1]=C(NC(=O)C4=CC=CC=C4)SC3=C2)C(C)=C1,2.8324266266559004,1.7733907936507922
[C][C][C][C][C][=C][C][=Branch1][C][=O][O][C][=C][C][=Branch1][O][=C][Branch1][C][Cl][C][=C][Ring1][N][Ring1][#Branch1][O][C][N@@H1+1][Branch1][=C][C][C][=C][C][=C][Branch1][Ring1][C][C][C][=C][Ring1][Branch2][C][Ring2][Ring1][Ring1],CCCCC1=CC(=O)OC2=C3C(=C(Cl)C=C12)OC[N@@H1+1](CC4=CC=C(CC)C=C4)C3,3.842250290865051,3.4853468253968245
[C][S][C][=N][C][Branch2][Ring2][Branch2][N][C][=Branch1][C][=O][C][O][C][=C][C][=C][Branch2][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C@H1][Branch1][C][C][C][C@@H1][Branch1][C][C][C][Ring1][Branch2][C][=C][Ring1][P][C][=Ring2][Ring1][Ring2][C][=C][Ring2][Ring1][=C][C],C1SC=NC(NC(=O)C=2OC3=CC=C(S(=O)(=O)N4C[C@H1](C)C[C@@H1](C)C4)C=C3)C=2C=C1C,4.354195787085677,4.0676849206349175
[C][C][=C][C][Branch2][Ring2][Ring2][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][Branch2][Ring1][C][C][=N][C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][=C][S][Ring1][=Branch2][=C][S][Ring1][=C][=C][C][Branch1][#Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][Ring2][Ring1][#C][F],C1C=CC(NS(=O)(=O)C2=CC(C3=NC(C(C)(C)C)=CS3)=CS2)=CC1(C(F)(F)F)F,4.005307637410997,2.75581349206349
[C][C][C][C][C][C][C][C][=C][C][=C][Branch2][Ring1][S][N][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][S][C][C][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1][Ring1][=Branch2][C][=C][Ring1][P][C][=C][Ring2][Ring1][O],CCCCCCCC1=CC=C(NC(=O)NC2=CC=C(CCC3=NC4=CC=CC=C4[NH1]3)C=C2)C=C1,2.1194541693460938,1.6858904761904778
[C][C][=C][C][=C][C][Branch2][Ring2][#Branch1][C][=N][C][Branch2][Ring1][N][C][=C][C][=C][Branch1][S][N][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][C][=C][Ring1][P][=N][O][Ring2][Ring1][=Branch1][=C][Ring2][Ring1][N],C1C2=CC=CCC=NC1(C3=CC=C(NC(=O)NC4=CC=CC=C4Cl)C=C3NO)C2,4.353351268206271,1.3612769841269834
[C][C][=C][Branch1][C][Cl][C][=C][C][=C][Ring1][#Branch1][N][C][=N][C][=C][C][Branch1][C][C][=C][C][=C][Ring1][#Branch1][N][=C][Ring1][O][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],CC1=C(Cl)C=CC=C1NC2=NC3=CC(C)=CC=C3N=C2NS(=O)(=O)C4=CC=C(Cl)C=C4,2.270128106785421,1.8046150793650788
[O][=C][Branch2][Ring2][Ring1][C][C][O][C][=C][C][=C][Branch2][Ring1][#Branch1][C][=N][O][C][Branch1][=C][C][N][C][=C][C][=C][C][Branch1][C][F][=C][Ring1][#Branch1][=N][Ring1][=C][C][=C][Ring2][Ring1][Ring2][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl],O=CCCOC=CC=C(C1=NOC(CNC2=CC=CC(F)=C2)=N1)C=C,3.3806666207920277,3.1355095238095227
[C][C][C@H1][Branch1][C][C][C][=C][C][=C][Branch2][Ring1][=C][C][=N][O][N][=C][Ring1][Branch1][N][C][=Branch1][C][=O][C][O][C][=C][C][=C][Branch1][Ring2][O][C][C][C][=C][Ring1][=Branch2][C][=C][Ring2][Ring1][=Branch2],C1C[C@H1](C)C=CC=C1C2=NON=C2NC(=O)COC3=CC=C(OCC)C=C3C=C,3.422728511439658,2.7459039682539665
[C][C][=C][C][Branch1][C][Br][=C][Branch1][C][O-1][C][Branch2][Ring1][S][/C][=NH1+1][/C][=C][C][=C][Branch1][C][O][C][Branch1][P][C][=N][C][=C][Branch1][C][C][C][=C][C][=C][Ring1][#Branch1][O][Ring1][#Branch2][=C][Ring1][P][=C][Ring2][Ring1][O],CC1=CC(Br)=C([O-1])C(/C=[NH1+1]/C2=CC=C(O)C(C3=NC4=C(C)C=CC=C4O3)=C2)=C1,3.7334702515760014,3.4226693650793654
[C][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][N][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][S][C][C][C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch1][NH1+1][=Ring1][=Branch2][C][=C][Ring1][P],CC1=CC=C(Cl)C=C1NC(=O)NC2=CC=C(CCC=3[NH1]C4=CC=CC=C4[NH1+1]=3)C=C2,2.8568275588838627,1.7420668253968234
[C][C][=C][C][=C][Branch2][Ring2][Branch2][C][=N][C][Branch2][Ring1][=N][C][=C][C][=C][Branch2][Ring1][C][O][C][=N][O][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][Ring1][O][C][=C][Ring1][P][=N][O][Ring2][Ring1][=Branch1][C][=C][Ring2][Ring1][N],CC=C1C=C(C=NC(C=C2C=C(OC3=NOC(C4=CC=CC=C4)=N3)C=C2)=NO)C=C1,3.933702354416512,2.529157142857141
[C][C][=C][C][=C][Branch2][Ring2][N][N][C][=N][C][Branch2][Ring1][#Branch2][N][C][=C][C][=C][Branch2][Ring1][C][N][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][=C][Ring1][P][=C][C][Branch1][C][C][=NH1+1][Ring2][Ring1][=Branch2][C][=C][Ring2][Ring1][S],CC1=CC=C(NC2=NC(NC3=CC=CNC(=O)NC4=CC=C(Cl)C=C4)C=C3CC(C)=[NH1+1]2)C=C1,4.9086107928928815,3.194865238095236
[C][C][=C][C][Branch2][Ring2][Ring2][N][C][=C][C][=C][Branch2][Ring1][#Branch1][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][F][=C][Ring1][Branch2][C][=C][Ring2][Ring1][C][=N][C][Branch1][#Branch2][N][C][C][C][C][C][C][Ring1][=Branch1][=NH1+1][Ring2][Ring1][#C],CC=C1C(NC2=CC=C(NS(=O)(=O)C3=CC=C(Cl)C(F)=C3)C=C2)=NC(NC4CCCCC4)=[NH1+1]1,3.2405439913883,3.034085714285712
[C][C][=C][C][=C][Branch2][Ring2][Ring2][N][C][=Branch1][C][=O][N][C][=C][C][Branch1][C][C][=C][N][=C][Branch1][=C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][Ring1][=C][=C][Ring2][Ring1][C][C][=C][Ring2][Ring1][=N][Cl],C1C=CC=C1NC(=O)NC=CC(C)=C2N=C(NC(=O)C3=CC=CC=C3)SC2=C,3.509092736970356,2.849520634920636
[C][C][C][C][C][S][C][=N][N][=C][C][=Branch1][Ring2][=N][Ring1][=Branch1][O][C@H1][Branch1][#Branch2][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][N][Branch1][Ring1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring2][Ring1][=Branch2],CCCCCSC1=NN=CC(=N1)O[C@H1](C(=O)NC2=CC=C)C=C2CN(CC)C3=CC=CC=C3,3.951109622390353,3.1990134920634876
[C][C][C][=C][C][=C][Branch2][Ring2][=C][N][C][=N][C][Branch2][Ring1][Branch1][N][/N][=C][/C][=C][Branch1][C][O-1][C][=C][C][=C][C][=C][C][=C][Ring1][O][Ring1][=Branch1][=N][C][Branch1][P][N][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2][=N][Ring2][Ring2][C][C][=C][Ring2][Ring2][C],CCC=C1C=C(NC=NC(N/N=C/C2=C([O-1])C=CC3=CC=CC=C23)=NCNC4=CC=C([N+1](=O)[O-1])C=C4)N1C=C,4.119287429851518,2.123878571428569
[O][=C][NH1][C][=C][C][Branch2][Ring2][Branch1][C][=N][C][Branch2][Ring1][#Branch2][C][=C][C][=C][C][Branch1][#C][N][C][=Branch1][C][=O][N][C][C][C][C][C][Ring1][=Branch1][=C][Ring1][S][=N][O][Ring2][Ring1][Branch1][=C][Ring2][Ring1][O][Cl],O=C[NH1]C=CC(C=NC(C=CC=CC(NC(=O)N1CCCCC1=C)NO)C)Cl,5.496220787093097,2.7684714285714302
[O-1][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C@H1][C][C][Branch1][S][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][O][Ring1][=Branch1][=NH1+1][C@@H1][Branch1][N][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1][NH2+1][Ring2][Ring1][=Branch1],[O-1]C1=CC=C(Cl)C=C1[C@H1]2CC(C3=CC=C4C(=C3)OCO4)=[NH1+1][C@@H1](C5=CC=C(Br)C=C5)[NH2+1]2,4.540804788609977,3.2954531746031734
[C][C][=C][C][=C][Branch2][Ring2][#Branch2][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=N][C][S][C][=C][Branch1][=Branch1][C][Ring1][N][=Ring1][Branch1][C][C][C][C][C][Ring1][Branch2][=N][Ring2][Ring1][=Branch1][C][=C][Ring2][Ring1][N][C],CC=C1C=C(C=C2C(C(F)(F)F)=NC=3SC4=C(C2=3)CCCCC4=N1)C,4.879326181231588,3.095208888888888
[C][C][=C][C][=C][Branch2][Ring2][Ring2][C][C][=C][Branch2][Ring1][=Branch2][C][=N][C][Branch1][S][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][O][Ring1][=Branch1][=C][S][Ring1][=C][NH1][N][=Ring2][Ring1][Ring1][C][=C][Ring2][Ring1][=Branch2][C],CC1=CC=C(C=2C=C(C3=NC(C4=CC=C5C(=C4)OCO5)=CS3)[NH1]N=2)C=C1C,2.461375231555646,2.4205995238095213
[C][C][=C][C][=C][Branch2][Ring2][#Branch2][S][=Branch1][C][=O][=Branch1][C][=O][C][N][=N][N][C][=Ring1][Branch1][N][=C][Branch1][=C][N][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][Cl][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring2][Ring1][C][C][=C][Ring2][Ring1][#C][C],CC1=CC=C(S(=O)(=O)C=2N=NNC=2N=C(NC3=CC(Cl)=CC=C3Cl)C4=CC=CC=C4)C=C1C,2.8545184647529585,1.7103233333333292
[C][C][C][=C][C][=C][Branch2][Ring2][#Branch2][C][=Branch1][C][=O][C@@][C][=Branch1][C][=O][O][C][=C][C][=C][Branch2][Ring1][=Branch1][N][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring1][#Branch2][C][=C][Ring2][Ring1][Ring1][C][=C][Ring2][Ring1][S],CCC1=CC=C(C(=O)[C@@]C(=O)OC=C2C=C(NC(=O)NC3=CC=C(C)C[N+1](=O)[O-1])C3)C=C2C=C1,6.0403241192700055,3.469344761904759
[C][C][=C][C][=C][Branch2][Ring2][Ring2][N][C][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C@@H1][Branch1][N][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1][O][C][Ring1][=C][=O][C][=C][Ring2][Ring1][O][Cl],CC1=CC=C(NC(=O)C2=CC=C3C(=C2)C[C@@H1](C4=CC=C(Br)C=C4)OC3=O)C=C1Cl,2.6327970731160057,2.474325396825396
[C][C][O][C][=C][C][=C][Branch2][Ring2][#C][S][=Branch1][C][=O][=Branch1][C][=O][N][Branch2][Ring1][Branch1][C][C][=Branch1][C][=O][N][C][=C][C][Branch1][C][C][=C][Branch1][C][C][C][Branch1][C][C][=C][Ring1][Branch2][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][S],CC1OC=CC=C(S(=O)(=O)N(CC(=O)NC=C2C(C)=C(C)CC)C2C3=CC=C(C)C=C3C)C1,4.481299705779191,2.9542534920634864
[O][=C][Branch1][C][O-1][C][=C][C][Branch2][Ring1][N][C][=C][C][Branch1][#C][N][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][C][=C][Ring1][S][O-1][=N][C][Branch1][=Branch2][N][C][C][C][C][C][Ring1][=Branch1][=C][Ring2][Ring1][#C],O=C([O-1])C=CC(C1=CC(NC(=O)NC2=CC=CC=C2)=CC=C1[O-1])(N3CCCCC3)C,3.6582422620285895,3.06571904761905
[C][C][=C][C][=C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=C][Ring1][N][N][C][=Branch1][C][=O][N][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][O][Ring1][=Branch1][C][=C][Ring2][Ring1][P],CC=CC=CC(C1=CC=C2C=C1)=C(C3=CC=CC=C3)N=C2NC(=O)NC4=CC=C5C(=C4)OCO5,3.5910486758810114,1.9604269841269821
[O][=C][Branch2][Ring2][=Branch1][C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][Branch1][C][=C][C][=C][Branch1][N][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][=N][C][=C][Ring2][Ring1][C][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][Branch1][C][O-1][=C][Ring1][=Branch2][C][=C][Ring2][Ring2][C][C],O=C(COC(=O)C=CC1=C(C=C2C=C(OCC3=CC=CC=C3C)C2)C=C1)C=C4C=C([N+1](=O)[O-1])C([O-1])=C4C=CC,4.147267537473254,3.004522380952377
[C][C][=C][C][=C][Branch2][Ring2][Branch2][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=C][C][=C][Branch2][Ring1][Ring2][C][=C][C][=C][Branch1][#Branch2][N][C][C][C][C][C][C][Ring1][#Branch1][N][=N][Ring1][=N][C][=C][Ring2][Ring1][Ring1][C][=C][Ring2][Ring1][=N][Cl],CC1=CC=C(S(=O)(=O)NC2=CC=C(C3=CC=C(N4CCCCCC4)N=N3)C=C2)C=C1Cl,2.181480713109744,2.7853731746031745
[=C][C][=C][Branch2][Ring2][Branch1][C][=N][C][Branch2][Ring1][#Branch2][C][=C][C][Branch1][#C][N][C][=Branch1][C][=O][N][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][O][Ring1][#C][O][Ring2][Ring1][Ring2][NH1][Ring2][Ring1][=Branch2][C][=C][C][=C][C][Branch1][C][F][=C][Ring1][#Branch1],C1C=C1C2=NC(C=CC2(NC(=O)NC=NC=CC=CC=C)NO)O,5.568425953464086,1.1696571428571436
[C][C][C][C][C][C][C][=Branch1][C][=O][N][Branch2][Ring1][Ring2][C][C][=C][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][Ring1][#Branch2][C][C@@H1][Branch1][C][O][C][C@H1][Branch1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring1][=N][C],CCCCCCC(=O)N(CC1=CC=CC(C(F)(F)F)=C1)C2[C@@H1](O)C[C@H1](O)C3=CC=CC=C3C2C,3.807468692534753,2.0494992063492
[C][C][C][=C][C][=C][C][Branch1][=N][C][NH2+1][C][C][C][C][C][C][Ring1][#Branch1][=C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][N][Branch1][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][C][Ring2][Ring1][=Branch2][=C][Ring2][Ring1][=N],CC1C=CC2=CC(C[NH2+1]CCCCCC=CC(=O)[O-1])N(CC3=CC=CC=C3Cl)C2=C1,4.845532263781158,4.244622222222224
[C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][Branch2][Ring1][#Branch2][O][C][S][C][=N][C][Branch1][C][C][=C][C][Branch1][C][C][=C][Ring1][Branch2][C][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][O][Ring2][Ring1][#Branch1][=C][Ring2][Ring1][=N],COC1=CC=CC=C1C=C2C(OCSC3=NC(C)=CC(C)=C3C=CC4=CC=CC=C4)CO2,3.502609230188744,2.946139682539684
[C][C][C][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][C][Branch2][Ring2][Ring1][N][C][=Branch1][C][=O][N][C][=C][C][Branch1][P][C][=N][O][C][Branch1][Branch2][C][C][C][C][C][Ring1][Branch1][=N][Ring1][#Branch2][=C][Ring1][S][=C][Ring2][Ring1][#Branch2],CCCCCNC(=O)C=CC=CCNC(=O)NC=CC(C1=NOC(C2CCCC2)=N1)=CC,3.473789334369181,2.4602666666666666
[C][C][=C][C][=C][Branch2][Ring2][O][S][=Branch1][C][=O][=Branch1][C][=O][N-1][C][=C][C][=C][Branch2][Ring1][#Branch1][N][C][=C][C][Branch1][C][C][=NH1+1][C][Branch1][=Branch2][N][C][C][C][C][C][Ring1][=Branch1][=N][Ring1][=N][C][=C][Ring2][Ring1][Ring2][C][=C][Ring2][Ring1][=C],CC1=CC=C(S(=O)(=O)[N-1]C2=CC=C(NC3=CC(C)=[NH1+1]C(N4CCCCC4)=N3)C=C2)C=C1,3.708765933507322,2.9127519047619046
[C][C][C@H1][Branch1][C][C][C@H1][Branch2][Ring1][=N][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][=C][C][=C][Branch1][=N][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2][O][C][=C][Ring1][=C][C][C][Ring2][Ring1][P][Branch1][C][C][C],CC1[C@H1](C)[C@H1](NC(=O)C2=CC=CC=C2C(=O)OC=C3C=CC4=CC=C(OC)C=C4)OC=C3CC1(C)C,5.480231623881962,2.1488857142857123
[C][C][=C][C][=C][Branch2][Ring2][=Branch2][C][N][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][=C][Branch1][S][C][NH2+1][C][C@@H1][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring2][Ring1][Branch2][C][=C][Ring2][Ring1][#C],C1C=CC=C(C2NC(C(=O)[O-1])=C(C[NH2+1]C[C@@H1](C)C3=CC=CC=C3)C4=CC=CC=C42)C1,4.535750146700162,3.2679793650793663
[C][C][=C][C][=C][Branch2][Ring2][O][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=C][C][=C][Branch2][Ring1][#Branch1][N][C][=C][C][Branch1][C][C][=N][C][Branch1][=Branch2][N][C][C][C][C][C][Ring1][=Branch1][=N][Ring1][=N][C][=C][Ring2][Ring1][Ring2][C][=C][Ring2][Ring1][=C][C],CC1=CC=C(S(=O)(=O)NC2=CC=C(NC3=CC(C)=NC(N4CCCCC4)=N3)C=C2)C=C1C,2.2646253095979656,2.51315365079365
[C][C][=C][C][=C][Branch2][Ring2][N][N][C][=Branch1][C][=O][C][NH1][N][=C][Branch1][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][=Ring1][N][C@@H1][Ring1][S][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][#C][C],C1C=CC=C(N2C(=O)C=3[NH1]N=C(C4=CC=C(F)C=C4)C=3[C@@H1]2C5=CC=C(Cl)C=C5C=C1)C,3.902320217091936,2.4216047619047627
